annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,nombre_de_gagnant_au_rang7,rapport_du_rang7,nombre_de_gagnant_au_rang8,rapport_du_rang8,nombre_de_gagnant_au_rang9,rapport_du_rang9,nombre_de_codes_gagnants,rapport_codes_gagnants,codes_gagnants,boule_1_second_tirage,boule_2_second_tirage,boule_3_second_tirage,boule_4_second_tirage,boule_5_second_tirage,promotion_second_tirage,combinaison_gagnant_second_tirage_en_ordre_croissant,nombre_de_gagnant_au_rang_1_second_tirage,rapport_du_rang1_second_tirage,nombre_de_gagnant_au_rang_2_second_tirage,rapport_du_rang2_second_tirage,nombre_de_gagnant_au_rang_3_second_tirage,rapport_du_rang3_second_tirage,nombre_de_gagnant_au_rang_4_second_tirage,rapport_du_rang4_second_tirage,numero_jokerplus,devise
2013082,MERCREDI,10/07/2013,09/09/2013,31,37,24,39,14,7,14-24-31-37-39+7,,,2,138820.5,408,1464.5,19988,12.9,306952,6,783859,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013081,LUNDI,08/07/2013,07/09/2013,44,8,24,25,26,5,8-24-25-26-44+5,,,,,435,1543.5,18780,10.5,277943,5.1,484078,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013080,SAMEDI,06/07/2013,05/09/2013,13,35,30,44,12,2,12-13-30-35-44+2,,,1,354720.9,532,1435,28801,11.4,458713,5.1,553451,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013079,MERCREDI,03/07/2013,02/09/2013,36,2,7,25,39,4,2-7-25-36-39+4,,,1,272862.5,444,1322.6,23301,10.9,351660,5.1,487624,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013078,LUNDI,01/07/2013,31/08/2013,5,31,21,37,38,6,5-21-31-37-38+6,,,1,203550.3,296,1479.9,14299,13.2,231303,5.8,424544,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013077,SAMEDI,29/06/2013,29/08/2013,23,37,8,14,9,7,8-9-14-23-37+7,,,,,754,1439.1,34417,9.3,482820,4.7,962270,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013076,MERCREDI,26/06/2013,26/08/2013,39,16,19,29,12,8,12-16-19-29-39+8,,,2,127368.2,614,892.8,27009,8.7,350729,4.8,455769,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013075,LUNDI,24/06/2013,24/08/2013,29,5,24,19,10,1,5-10-19-24-29+1,,,3,64339.2,815,509.7,29473,6.1,321793,3.9,274181,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013074,SAMEDI,22/06/2013,22/08/2013,21,26,37,16,35,8,16-21-26-35-37+8,,,2,166264.6,481,1487.8,23592,13.1,370848,5.9,612864,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013073,MERCREDI,19/06/2013,19/08/2013,32,22,17,43,19,1,17-19-22-32-43+1,,,3,80623.7,501,1039,20724,10.8,304170,5.2,339894,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013072,LUNDI,17/06/2013,17/08/2013,38,39,3,17,1,1,1-3-17-38-39+1,,,1,182859,280,1405.5,13846,12.3,224470,5.4,258618,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013071,SAMEDI,15/06/2013,15/08/2013,32,38,26,4,23,2,4-23-26-32-38+2,,,2,163854.4,619,1139.3,27438,11.1,390310,5.5,501827,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013070,MERCREDI,12/06/2013,12/08/2013,20,40,46,3,44,4,3-20-40-44-46+4,,,2,120065,302,1711.2,16409,13.6,260580,6.1,426298,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013069,LUNDI,10/06/2013,10/08/2013,13,15,3,35,32,1,3-13-15-32-35+1,,,,,327,1704.8,14961,11,228936,5.1,247751,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013068,SAMEDI,08/06/2013,08/08/2013,19,33,29,32,17,2,17-19-29-32-33+2,,,2,159621,504,1363.2,25198,11.8,386778,5.5,487965,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013067,MERCREDI,05/06/2013,05/08/2013,27,41,23,25,4,1,4-23-25-27-41+1,,,,,446,1607,21695,9.7,304553,4.9,321759,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013066,LUNDI,03/06/2013,03/08/2013,14,4,38,34,25,9,4-14-25-34-38+9,,,,,334,1568.6,13755,11.2,192980,5.7,287584,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013065,SAMEDI,01/06/2013,01/08/2013,21,30,8,7,6,3,6-7-8-21-30+3,,,4,78221.5,901,747.3,39907,7.3,506311,4.1,588996,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013064,MERCREDI,29/05/2013,29/07/2013,34,41,48,23,45,7,23-34-41-45-48+7,,,1,222910,301,1593.8,14001,14.8,214321,6.9,660184,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013063,LUNDI,27/05/2013,27/07/2013,37,15,9,28,13,2,9-13-15-28-37+2,,,2,79252.7,396,861.4,17908,8.2,237468,4.4,237177,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013062,SAMEDI,25/05/2013,25/07/2013,42,7,36,13,40,2,7-13-36-40-42+2,1,10000000,3,143374.9,903,1025.1,39830,10,565049,5,681511,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013061,MERCREDI,22/05/2013,22/07/2013,3,34,2,17,13,9,2-3-13-17-34+9,,,,,413,1688.6,22709,9,328191,4.4,383457,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013060,LUNDI,20/05/2013,20/07/2013,47,27,25,23,9,3,9-23-25-27-47+3,,,1,139751.9,382,787.3,14949,8.7,206079,4.5,262925,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013059,SAMEDI,18/05/2013,18/07/2013,4,5,20,7,17,3,4-5-7-17-20+3,1,2000000,10,30217.5,1410,461.2,47657,5.9,531316,3.7,572231,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013058,MERCREDI,15/05/2013,15/07/2013,32,27,8,13,11,4,8-11-13-27-32+4,2,9500000,2,140068.4,897,672.1,36758,7.1,449795,4.1,492065,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013057,LUNDI,13/05/2013,13/07/2013,23,29,40,49,15,5,15-23-29-40-49+5,,,1,218948.9,438,1075.8,18251,11.1,266758,5.4,494495,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013056,SAMEDI,11/05/2013,11/07/2013,26,49,45,3,16,9,3-16-26-45-49+9,,,4,86577.2,673,1107.4,29149,11,435701,5.2,603886,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013055,MERCREDI,08/05/2013,08/07/2013,13,5,43,25,15,10,5-13-15-25-43+10,,,2,124642.1,715,750.3,30517,7.6,373990,4.4,328789,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013054,LUNDI,06/05/2013,06/07/2013,48,13,15,24,23,7,13-15-23-24-48+7,,,,,449,1418.3,20837,9,284268,4.7,570678,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013053,SAMEDI,04/05/2013,04/07/2013,6,13,40,45,15,4,6-13-15-40-45+4,,,,,641,1719.3,31012,10.5,463775,5,625191,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013052,MERCREDI,01/05/2013,01/07/2013,7,41,31,32,4,9,4-7-31-32-41+9,,,,,339,2138.1,18167,11.8,290055,5.2,390832,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013051,LUNDI,29/04/2013,29/06/2013,12,21,39,11,27,9,11-12-21-27-39+9,,,,,526,1157.8,22468,8,298055,4.3,327845,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013050,SAMEDI,27/04/2013,27/06/2013,17,26,39,19,9,10,9-17-19-26-39+10,,,5,66552.5,915,782.6,37939,8.1,480628,4.6,475856,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013049,MERCREDI,24/04/2013,24/06/2013,1,48,13,6,5,9,1-5-6-13-48+9,,,5,48499,893,584.4,33209,6.8,387934,4.1,411403,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013048,LUNDI,22/04/2013,22/06/2013,22,16,11,37,14,1,11-14-16-22-37+1,,,1,180176.4,373,1039.6,18813,8.9,256771,4.6,271643,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013047,SAMEDI,20/04/2013,20/06/2013,28,24,3,42,9,9,3-9-24-28-42+9,,,8,40423.8,901,772.4,37272,8,476454,4.5,563135,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013046,MERCREDI,17/04/2013,17/06/2013,38,16,32,12,29,8,12-16-29-32-38+8,,,1,234068.3,415,1213.8,18498,11.8,281540,5.5,426987,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013045,LUNDI,15/04/2013,15/06/2013,45,20,21,26,46,3,20-21-26-45-46+3,,,,,190,2835.7,11516,13.8,195301,5.8,326788,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013044,SAMEDI,13/04/2013,13/06/2013,23,43,22,41,33,4,22-23-33-41-43+4,,,2,163278.5,601,1169.3,27037,11.2,373183,5.8,585869,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013043,MERCREDI,10/04/2013,10/06/2013,9,18,3,45,28,5,3-9-18-28-45+5,,,4,58667.9,724,697.5,27395,7.9,345538,4.5,530269,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013042,LUNDI,08/04/2013,08/06/2013,19,6,38,8,37,2,6-8-19-37-38+2,,,2,84805.3,291,1254.4,15231,10.3,223292,5,253759,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013041,SAMEDI,06/04/2013,06/06/2013,15,29,42,1,33,7,1-15-29-33-42+7,,,1,308009.2,489,1355.6,23384,12.2,359231,5.7,896552,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013040,MERCREDI,03/04/2013,03/06/2013,36,18,37,42,45,8,18-36-37-42-45+8,,,2,121074.2,487,1070.1,17595,12.8,242894,6.6,460389,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013039,LUNDI,01/04/2013,01/06/2013,47,16,10,43,27,2,10-16-27-43-47+2,,,1,142278.7,264,1159.8,12023,11,180436,5.2,207114,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013038,SAMEDI,30/03/2013,30/05/2013,26,10,9,30,34,2,9-10-26-30-34+2,,,1,314679,565,1198.6,30082,9.7,433375,4.8,478188,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013037,MERCREDI,27/03/2013,27/05/2013,21,47,24,49,33,3,21-24-33-47-49+3,,,,,332,2090.1,17498,11.7,258690,5.6,430411,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013036,LUNDI,25/03/2013,25/05/2013,29,25,14,41,10,4,10-14-25-29-41+4,,,1,157508.4,343,988.2,14755,9.9,208927,5,279845,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013035,SAMEDI,23/03/2013,23/05/2013,17,11,41,9,24,6,9-11-17-24-41+6,,,3,99089.9,1297,493.2,36543,7.5,461978,4.2,589254,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013034,MERCREDI,20/03/2013,20/05/2013,37,5,1,49,12,7,1-5-12-37-49+7,2,2000000,1,221920.5,624,765.4,26015,7.9,333007,4.4,658072,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013033,LUNDI,18/03/2013,18/05/2013,10,20,18,24,32,9,10-18-20-24-32+9,,,2,80114.7,529,651.8,17959,8.3,223518,4.7,278961,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013032,SAMEDI,16/03/2013,16/05/2013,16,5,46,33,38,5,5-16-33-38-46+5,,,1,299659.5,515,1252.2,20963,13.3,326761,6.1,658907,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013031,MERCREDI,13/03/2013,13/05/2013,13,12,34,41,40,7,12-13-34-40-41+7,1,2000000,2,110966,280,1705.8,14898,13.8,259056,5.7,659823,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013030,LUNDI,11/03/2013,11/05/2013,8,16,44,7,49,6,7-8-16-44-49+6,2,1000000,2,79905.9,303,1135.1,14283,10.4,222129,4.7,316765,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013029,SAMEDI,09/03/2013,09/05/2013,49,4,40,11,22,5,4-11-22-40-49+5,1,9000000,3,110054,906,784.2,35939,8.5,473477,4.6,716474,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013028,MERCREDI,06/03/2013,06/05/2013,28,36,42,26,44,4,26-28-36-42-44+4,,,1,241759,357,1457.4,15909,14.1,257118,6.2,441039,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013027,LUNDI,04/03/2013,04/05/2013,47,1,45,9,30,10,1-9-30-45-47+10,,,1,172204.2,292,1269.2,14603,11,219273,5.2,242192,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013026,SAMEDI,02/03/2013,02/05/2013,18,38,5,22,30,2,5-18-22-30-38+2,,,3,105075.6,628,1080.2,29073,10.1,421305,4.9,476512,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013025,MERCREDI,27/02/2013,29/04/2013,25,40,21,34,6,7,6-21-25-34-40+7,,,1,228167.4,363,1352.7,17676,12,267485,5.6,670048,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013024,LUNDI,25/02/2013,27/04/2013,43,18,17,14,46,2,14-17-18-43-46+2,,,1,160718.5,226,1530.5,11788,12.7,187889,5.7,240157,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013023,SAMEDI,23/02/2013,25/04/2013,47,36,42,30,45,5,30-36-42-45-47+5,,,2,151094.8,411,1582.3,18798,14.9,291402,6.9,653486,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013022,MERCREDI,20/02/2013,22/04/2013,6,8,42,27,7,1,6-7-8-27-42+1,,,,,479,1484.3,25894,8.1,361744,4.1,314970,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013021,LUNDI,18/02/2013,20/04/2013,2,13,19,41,5,5,2-5-13-19-41+5,1,2000000,1,163778.2,563,626,21401,7.1,258819,4.2,364754,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013020,SAMEDI,16/02/2013,18/04/2013,19,34,26,27,4,6,4-19-26-27-34+6,1,8000000,3,115307.3,653,1140,32961,9.7,470701,4.8,685963,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013019,MERCREDI,13/02/2013,15/04/2013,39,48,19,46,14,2,14-19-39-46-48+2,,,2,184002.8,578,1370.2,26789,12.8,408939,5.9,577030,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013018,LUNDI,11/02/2013,13/04/2013,25,42,1,36,45,7,1-25-36-42-45+7,,,,,249,2222,11792,13.8,190970,6.1,496863,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013017,SAMEDI,09/02/2013,11/04/2013,23,5,2,47,4,7,2-4-5-23-47+7,,,2,160546.8,694,995.7,34985,8.5,457905,4.6,920406,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013016,MERCREDI,06/02/2013,08/04/2013,40,3,7,33,25,1,3-7-25-33-40+1,,,2,116491.2,592,846.9,22849,9.5,320948,4.8,333946,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013015,LUNDI,04/02/2013,06/04/2013,34,33,18,6,30,2,6-18-30-33-34+2,,,,,257,2043.7,12874,12,188937,5.8,258227,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013014,SAMEDI,02/02/2013,04/04/2013,45,33,7,6,34,3,6-7-33-34-45+3,,,,,443,2197.6,22067,13,372665,5.5,590639,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013013,MERCREDI,30/01/2013,01/04/2013,41,31,40,11,48,5,11-31-40-41-48+5,1,3000000,1,226406.6,307,1587.1,15638,13.5,241542,6.2,500302,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013012,LUNDI,28/01/2013,30/03/2013,38,29,20,40,28,9,20-28-29-38-40+9,,,1,162822.1,224,1564.3,11480,13.2,182276,5.9,278329,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013011,SAMEDI,26/01/2013,28/03/2013,18,39,2,23,34,6,2-18-23-34-39+6,2,3500000,3,107873.2,513,1357.6,23695,12.7,370526,5.8,630053,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013010,MERCREDI,23/01/2013,25/03/2013,11,49,36,9,19,6,9-11-19-36-49+6,,,3,78810.5,717,709.6,28696,7.6,358729,4.3,455404,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013009,LUNDI,21/01/2013,23/03/2013,35,7,32,38,22,6,7-22-32-35-38+6,,,1,171671.2,232,1592.5,12706,12.6,199805,5.7,332385,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013008,SAMEDI,19/01/2013,21/03/2013,22,23,45,42,9,8,9-22-23-42-45+8,,,,,531,1866.9,28410,10.3,426089,4.9,586158,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013007,MERCREDI,16/01/2013,18/03/2013,27,6,16,24,46,5,6-16-24-27-46+5,,,3,77105.7,553,900.2,24388,8.8,319233,4.8,510485,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013006,LUNDI,14/01/2013,16/03/2013,35,30,10,37,7,6,7-10-30-35-37+6,,,,,276,1991.1,14061,11.5,223078,5.2,335769,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013005,SAMEDI,12/01/2013,14/03/2013,13,48,40,6,37,7,6-13-37-40-48+7,1,2000000,3,109276,535,1318.7,24488,12.4,385650,5.6,955791,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013004,MERCREDI,09/01/2013,11/03/2013,30,33,22,29,26,9,22-26-29-30-33+9,1,11000000,3,92882.4,503,1192.2,22907,11.3,348228,5.3,485662,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013003,LUNDI,07/01/2013,09/03/2013,45,31,15,32,48,5,15-31-32-45-48+5,,,,,252,2629.1,13063,15,215751,6.4,460720,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013002,VENDREDI,13/09/2013,13/11/2013,36,7,14,49,19,10,7-14-19-36-49+10,1,13000000,5,148973.3,1700,942.9,71021,9.7,996960,4.9,1204776,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2013001,MERCREDI,02/01/2013,04/03/2013,33,21,37,22,31,4,21-22-31-33-37+4,,,2,121709.6,401,1306.4,17621,12.8,281602,5.7,427610,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012157,LUNDI,31/12/2012,02/03/2013,4,47,21,44,36,3,4-21-36-44-47+3,,,2,209084.6,682,1319.6,31728,12.2,477117,5.8,822653,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012156,SAMEDI,29/12/2012,28/02/2013,45,7,11,37,23,4,7-11-23-37-45+4,1,4000000,12,28345.3,1077,679.7,38355,8.2,499893,4.5,602660,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012155,MERCREDI,26/12/2012,25/02/2013,3,17,31,5,2,9,2-3-5-17-31+9,,,3,72148.9,632,737,27914,7.2,332095,4.3,370965,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012154,LUNDI,24/12/2012,23/02/2013,5,12,32,7,47,6,5-7-12-32-47+6,,,7,31091.2,561,834.9,25955,7.8,332933,4.3,421388,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012153,SAMEDI,22/12/2012,21/02/2013,47,1,2,34,24,1,1-2-24-34-47+1,1,7000000,3,138662.6,547,1636.7,29834,13,492597,5.6,604322,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012152,MERCREDI,19/12/2012,18/02/2013,5,10,25,19,49,8,5-10-19-25-49+8,2,1500000,5,45960.5,1047,472.3,34896,6.1,383629,3.9,417916,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012151,LUNDI,17/12/2012,16/02/2013,16,27,39,29,32,5,16-27-29-32-39+5,,,2,81609.3,253,1388.4,12419,12.2,184750,5.8,367599,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012150,SAMEDI,15/12/2012,14/02/2013,26,24,11,33,41,9,11-24-26-33-41+9,1,2000000,1,310172.7,582,1146.9,29711,9.7,403171,5.1,555618,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012149,MERCREDI,12/12/2012,11/02/2013,37,19,32,36,20,4,19-20-32-36-37+4,1,12000000,3,167101.6,700,1541.2,32211,14.5,535358,6.2,886776,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012148,LUNDI,10/12/2012,09/02/2013,36,16,4,20,47,8,4-16-20-36-47+8,,,,,326,1798.9,13947,12.4,213066,5.8,336320,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012147,SAMEDI,08/12/2012,07/02/2013,22,47,45,24,28,2,22-24-28-45-47+2,,,4,83121.6,523,1368.2,26770,11.5,407139,5.4,501480,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012146,MERCREDI,05/12/2012,04/02/2013,28,24,36,45,27,8,24-27-28-36-45+8,,,,,329,2302.9,18422,12.1,280017,5.7,439629,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012145,LUNDI,03/12/2012,02/02/2013,39,25,16,6,11,6,6-11-16-25-39+6,,,2,86557.8,513,726.2,19501,8.2,250752,4.6,328540,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012144,SAMEDI,01/12/2012,31/01/2013,19,25,12,45,44,10,12-19-25-44-45+10,,,6,53581.4,782,884.7,32560,9.2,447648,4.7,435022,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012143,MERCREDI,28/11/2012,28/01/2013,16,34,28,4,11,1,4-11-16-28-34+1,,,2,113317.6,622,784.1,25232,8.3,327789,4.6,318433,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012142,LUNDI,26/11/2012,26/01/2013,35,15,48,44,9,6,9-15-35-44-48+6,,,,,251,2051.2,11584,13.1,183595,5.9,318800,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012141,SAMEDI,24/11/2012,24/01/2013,18,21,19,5,28,2,5-18-19-21-28+2,,,2,153043.9,901,731.1,36939,7.7,470223,4.3,456692,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012140,MERCREDI,21/11/2012,21/01/2013,10,43,6,4,46,10,4-6-10-43-46+10,,,3,73214.9,525,900.4,20849,9.8,289246,5,301218,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012139,LUNDI,19/11/2012,19/01/2013,6,41,16,1,3,1,1-3-6-16-41+1,,,1,158092.7,399,852.7,17190,8.5,220965,4.7,221717,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012138,SAMEDI,17/11/2012,17/01/2013,8,6,27,37,33,7,6-8-27-33-37+7,1,4000000,,,547,1812.5,27541,10.6,411344,5,898927,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012137,MERCREDI,14/11/2012,14/01/2013,29,40,39,46,21,8,21-29-39-40-46+8,,,2,113048.4,292,1666.4,13203,15.9,222386,6.7,410360,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012136,LUNDI,12/11/2012,12/01/2013,25,45,20,6,48,7,6-20-25-45-48+7,,,2,81327.5,345,1014.6,14710,10.3,200753,5.3,469813,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012135,SAMEDI,10/11/2012,10/01/2013,19,46,17,3,43,5,3-17-19-43-46+5,2,3500000,1,388626.7,651,1284.7,32463,11.1,490132,5.2,830989,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012134,MERCREDI,07/11/2012,07/01/2013,34,16,21,2,40,7,2-16-21-34-40+7,,,,,315,2225.6,15229,13.6,242516,6.1,659259,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012133,LUNDI,05/11/2012,05/01/2013,27,14,37,9,33,7,9-14-27-33-37+7,2,5500000,1,186401.8,415,966.6,17511,9.9,247812,5,519393,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012132,SAMEDI,03/11/2012,03/01/2013,15,11,9,22,36,8,9-11-15-22-36+8,,,2,160234,1063,648.8,41305,7.2,500316,4.2,595960,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012131,MERCREDI,31/10/2012,31/12/2012,29,23,41,16,5,1,5-16-23-29-41+1,,,5,48729.7,571,918.3,22846,9.9,315013,5.1,339983,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012130,LUNDI,29/10/2012,29/12/2012,19,16,46,13,38,7,13-16-19-38-46+7,,,1,172065.6,309,1198.4,14678,10.9,217840,5.2,486165,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012129,SAMEDI,27/10/2012,27/12/2012,29,2,41,47,10,1,2-10-29-41-47+1,,,,,537,1873.9,26317,11.3,390029,5.4,446042,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012128,MERCREDI,24/10/2012,24/12/2012,30,24,5,40,17,7,5-17-24-30-40+7,,,2,115355.9,600,827.5,23463,9.1,313984,4.8,687253,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012127,LUNDI,22/10/2012,22/12/2012,28,25,24,14,41,5,14-24-25-28-41+5,,,,,269,1966.3,14309,10.9,210735,5.3,371341,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012126,SAMEDI,20/10/2012,20/12/2012,34,14,11,24,41,5,11-14-24-34-41+5,,,3,105947.5,557,1228.1,26631,11.1,390733,5.4,705916,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012125,MERCREDI,17/10/2012,17/12/2012,19,10,32,20,13,2,10-13-19-20-32+2,,,1,226120.6,561,867.4,26038,8.1,349324,4.3,326615,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012124,LUNDI,15/10/2012,15/12/2012,7,23,11,39,44,8,7-11-23-39-44+8,,,4,40659.7,490,714.3,18747,8,240701,4.5,306690,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012123,SAMEDI,13/10/2012,13/12/2012,41,49,1,35,16,4,1-16-35-41-49+4,1,11000000,,,450,2276.8,23126,13.1,351525,6.1,579645,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
